Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	TPA_HF.pEF_U10.1	TPA_HF.pEF_U10.2	TPA_HF.pEF_U11.1	TPA_HF.pEF_U11.2	TPA_HF.pEF_U16.1	TPA_HF.pEF_U16.2	TPA_HF.pEF_U2.1	TPA_HF.pEF_U2.2	TPA_HF.pEF_U24.1	TPA_HF.pEF_U24.2	TPA_HF.pEF_U4.1	TPA_HF.pEF_U4.2	TPA_HF.pEF_U5.1	TPA_HF.pEF_U5.2	TPA_HF.pEF_U8.1	TPA_HF.pEF_U8.2	TPA_HF.pEF_U9.1	TPA_HF.pEF_U9.2	TPA_HF.rEF_U30.1	TPA_HF.rEF_U30.2	TPA_HF.rEF_U34.1	TPA_HF.rEF_U34.2	TPA_HF.rEF_U37.1	TPA_HF.rEF_U37.2	TPA_HF.rEF_U39.1	TPA_HF.rEF_U39.2	TPA_HF.rEF_U42.1	TPA_HF.rEF_U42.2	TPA_HF.rEF_U46.1	TPA_HF.rEF_U46.2	TPA_HF.rEF_U48.1	TPA_HF.rEF_U48.2	TPA_HF.rEF_U53.1	TPA_HF.rEF_U53.2	TPA_Ctrl_U57.1	TPA_Ctrl_U57.2	TPA_Ctrl_U59.1	TPA_Ctrl_U59.2	TPA_Ctrl_U60.1	TPA_Ctrl_U60.2	TPA_Ctrl_U62.1	TPA_Ctrl_U62.2	TPA_Ctrl_U64.1	TPA_Ctrl_U64.2	TPA_Ctrl_U65.1	TPA_Ctrl_U65.2	TPA_Ctrl_U66.1	TPA_Ctrl_U66.2	TPA_Ctrl_U67.1	TPA_Ctrl_U67.2	TPA_Ctrl_U68.1	TPA_Ctrl_U68.2	TPA_Ctrl_U71.1	TPA_Ctrl_U71.2
"P04217;P04217-2;M0R009"	"P04217;P04217-2;M0R009"	"17;12;10"	"17;12;10"	"16;11;9"	Alpha-1B-glycoprotein	A1BG	58.31409836	67.96477731	28.03310627	26.23353648	127.4242307	123.8737215	98.65049627	99.11247579	43.6004256	42.99280447	137.7334325	205.4056604	51.21831429	53.0692739	20.34247306	18.5269534	28.80435892	31.95977419	101.5722733	84.17628217	71.56418633	77.58364972	55.23536631	57.68163375	108.6623971	85.72786808	36.31054432	32.69108562	9.165950885	10.8323985	66.37057764	63.20129704	33.54178762	34.73538908	28.55281021	38.97495406	56.85439603	130.9418935	37.82281992	18.66749665	31.75913196	30.48625559	29.82512623	46.36251812	47.3317832	56.71606316	70.90989014	93.64754339	97.73032594	118.5199996	78.44421059	78.22146346	29.28128549	24.99035344
"P01024;A0A8Q3SI05;A0A8Q3WM02;A0A8Q3SI45;A0A8Q3SI22;M0QYC8;M0QXZ3;A0A8Q3SI34;M0R0Q9;A0A8Q3WLS3;A0A8Q3WKN7;M0R1Q1;O95568"	"P01024;A0A8Q3SI05;A0A8Q3WM02;A0A8Q3SI45"	"73;61;55;44;10;8;4;4;2;2;1;1;1"	"73;61;55;44;10;8;4;4;2;2;1;1;1"	"64;53;49;38;9;7;2;4;2;1;1;1;1"	"Complement C3;Complement C3 beta chain;C3-beta-c;Complement C3 alpha chain;C3a anaphylatoxin;Acylation stimulating protein;Complement C3b alpha chain;Complement C3c alpha chain fragment 1;Complement C3dg fragment;Complement C3g fragment;Complement C3d fragment;Complement C3f fragment;Complement C3c alpha chain fragment 2"	C3	16.37228651	19.97138392	10.77038412	9.322703148	14.01187174	11.92686438	23.25580862	20.51034211	1.48850924	1.980226623	2.895359029	3.699697868	12.55173228	12.52633719	15.632871	16.46847381	14.22432184	17.27290534	5.7161178	4.351139907	3.342907699	4.080785428	3.153256319	3.312968064	27.64013032	20.06807942	1.613026356	1.913643838	4.797510345	5.237785798	3.303752597	4.457329246	1.233808138	1.422778836	3.206452499	5.035182572	11.12247116	35.59351605	10.95161578	4.319622217	3.992248767	4.363201042	66.27728906	109.7761746	7.343441708	9.059754964	6.408801155	8.161797674	41.53303889	15.9555603	6.070186372	5.909296187	10.3386127	8.152325337
"P0DOY2;P0DOY3;P0CF74"	"P0DOY2;P0DOY3"	"10;10;4"	"10;10;4"	"3;3;0"		"P0DOY2;P0DOY3"	2086.196714	2671.821124	819.6326526	794.5659703	2252.569587	2093.975773	2818.170733	3444.234051	824.5033361	886.1881462	1817.478501	2731.393029	4050.215706	4123.556565	703.8582376	672.0319867	2489.951641	3102.661418	954.8155394	2594.12478	3253.917595	3336.586573	1827.896845	2030.877141	407.541359	1503.209277	1901.119969	2195.459907	279.4732852	295.7508974	2036.904526	2063.20171	1728.162322	1799.568695	1031.079808	1648.627736	1031.838753	889.3066486	494.3373432	983.7464086	933.7945323	1139.843419	981.3192281	1596.03803	1181.427771	1383.831156	2752.125479	2510.631469	493.0419652	1200.086599	814.8756956	882.2548437	2412.188983	2062.011225
"A0A286YEY4;P01859"	"A0A286YEY4;P01859"	"17;17"	"13;13"	"9;9"	Ig gamma-2 chain C region	IGHG2	342.7923838	380.6267969	153.805402	121.6907521	297.6604207	271.6658081	295.2155306	307.9627142	83.71232458	79.86165642	162.8463411	241.156394	194.2505516	202.6662432	88.44950493	89.90029357	136.390842	139.4518863	179.0295687	219.8659094	209.0566696	212.4294335	216.3007587	227.6326973	149.9370739	166.3491559	95.80864321	88.70242146	124.3331468	121.7415175	263.8187134	262.7784433	75.9023469	78.97081693	132.6527397	191.8354103	204.1287302	450.6627409	163.7903174	138.5669036	125.5511183	125.5537775	311.8127957	432.4575499	111.086077	125.1891661	214.2766301	233.5148313	152.4451505	313.2717089	104.5634504	106.1797815	160.1254684	127.8859189
"P01133-3;P01133"	"P01133-3;P01133"	"50;50"	"50;50"	"3;3"	"Pro-epidermal growth factor;Epidermal growth factor"	EGF	18.3330799	21.55722986	8.927520133	8.717636559	7.20220435	6.920307857	39.88064077	35.63336324	44.83792031	47.32096567	10.23482801	15.37804955	12.40567293	13.45253662	41.15627882	40.01568779	7.521377345	8.177051983	36.00761263	30.54790735	28.02352769	29.17878169	21.30050203	21.88111366	47.56572022	44.57234204	15.66780254	17.06325274	29.35116434	29.23810338	41.16355717	39.76901032	17.31277348	17.74545054	43.06462136	67.12021663	8.933892434	21.62060628	79.44996434	102.7323127	16.68598414	15.05564649	4.953368201	7.966882322	58.75726718	72.28791664	24.85581178	27.67393208	41.0738718	15.19096323	10.7110975	10.96622607	20.26851971	17.1960078
"P15144;H0YKT6;H0YLZ8;H0YMC1"	P15144	"45;3;2;2"	"45;3;2;2"	"45;3;2;2"	Aminopeptidase N	ANPEP	34.22143806	46.40525909	55.05902136	57.17500657	5.835613977	5.914582475	27.35944457	26.50360294	19.15433073	19.38856672	24.34377157	37.57750052	23.38721557	24.22888537	59.22017214	55.00864293	17.77179495	21.07461978	31.03992202	28.12251191	33.28571151	39.87926405	40.60895493	42.04472661	71.49887103	43.1889491	15.87612175	15.61635104	15.80303797	13.95798703	28.07878775	28.60989404	16.83701913	15.42110092	16.33346718	21.13655728	10.16233046	24.4572638	70.91986486	41.57417508	15.90388786	16.91188888	14.27218262	19.42784617	21.67346943	28.46070828	20.17833291	24.63207124	26.07558441	8.123522885	18.1517462	20.31275881	31.84683733	27.2409162
"P05090;C9JF17;C9JX71;F8WBT9"	"P05090;C9JF17"	"14;13;6;1"	"14;13;6;1"	"14;13;6;1"	Apolipoprotein D	APOD	450.7306445	540.6929383	220.4696859	223.7779445	189.7284777	173.73196	815.7150773	771.8755962	1032.76419	1104.428427	580.0534856	817.1477908	709.3351818	789.2606561	385.2297675	382.9285771	279.2539325	336.6594628	684.829344	1070.844048	1033.539255	1210.846156	849.7638378	993.6095336	1542.150762	409.385314	289.425042	392.4898216	271.1103658	265.3845624	628.4077747	669.8515744	357.714176	301.5135044	758.5492032	1045.542114	219.8122638	88.66567917	14.10905357	264.1136708	221.61658	231.3784713	79.28850776	114.2906435	631.6308037	763.9703611	737.2077934	708.6024348	168.4743698	139.6577242	282.3891464	299.7701749	594.7260018	562.3097536
P00450	P00450	43	43	0	Ceruloplasmin	CP	22.63971191	28.08560215	24.74774811	25.54774274	91.06605473	86.74189906	56.45759387	57.81529644	12.27744203	12.2728129	37.12768644	57.8065753	31.10732046	31.7623026	14.57107447	14.72375118	25.39865007	30.76948138	46.94605254	41.70757213	27.0498612	28.18768692	22.46935342	23.34256078	50.04476862	36.71544437	6.394165388	9.749724103	9.914915749	8.991262566	35.51603829	36.22537458	8.012365043	8.363671823	18.86863424	32.7482285	34.1798816	73.43765698	17.63034736	10.16444097	12.46243029	15.68170109	18.65220786	33.58162277	17.8386536	21.47887019	28.85850747	28.02311253	37.59587308	14.78757574	22.2356425	22.22412468	19.71754818	16.79753888
"H3BLV0;A0A8Q3SI94;A0A8Q3WKT6;B1AP13;P08174-4;P08174;P08174-3;P08174-5;P08174-2;P08174-6;P08174-7;A0A8Q3WLV2;A0A8Q3SI51;B1AP15;A0A2R8YEC5;A0A2R8YDY3"	"H3BLV0;A0A8Q3SI94;A0A8Q3WKT6;B1AP13;P08174-4;P08174;P08174-3;P08174-5;P08174-2;P08174-6;P08174-7;A0A8Q3WLV2;A0A8Q3SI51;B1AP15"	"14;14;14;14;14;14;14;14;14;14;14;10;10;9;5;4"	"14;14;14;14;14;14;14;14;14;14;14;10;10;9;5;4"	"14;14;14;14;14;14;14;14;14;14;14;10;10;9;5;4"	Complement decay-accelerating factor	CD55	38.27156037	47.0842173	16.34916771	19.18130077	18.40999897	16.66385473	54.00739724	49.30533744	34.31876517	31.60432376	33.10555787	48.64806542	52.87009491	52.54015725	25.87281811	24.81927817	50.35934247	47.85035194	70.03004566	57.65778312	55.24429626	61.2058951	43.17360365	44.80309459	88.14520576	66.7828429	45.58737766	52.93022902	10.75475299	13.51702867	30.85395928	32.42676161	46.2913999	46.62117631	57.2640058	78.14824761	28.17010003	78.14500548	24.4411307	26.41388532	154.6412414	138.6439852	12.44467812	17.56955169	27.84060528	39.63547692	37.54434137	33.85691748	55.22860102	20.60483567	46.2809581	44.30005414	43.05844819	36.16588451
"P16070;P16070-9;H0Y5E4;H0YCV9;P16070-8;P16070-7;H0YDW7;P16070-3;P16070-4;P16070-6;P16070-17;P16070-5;P16070-18;P16070-15;P16070-10;P16070-11;P16070-13;P16070-14;P16070-12;P16070-16;H0YDX6;H0Y2P0;H0YD13;H0YD17;E9PKC6;H0YEV3;H0YEU1;P16070-19;Q86UZ1;H0YD90;H0YF08"	"P16070;P16070-9;H0Y5E4;H0YCV9;P16070-8;P16070-7;H0YDW7;P16070-3;P16070-4;P16070-6;P16070-17;P16070-5;P16070-18;P16070-15;P16070-10;P16070-11;P16070-13;P16070-14;P16070-12;P16070-16;H0YDX6;H0Y2P0;H0YD13;H0YD17;E9PKC6"	"6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;5;5;4;4;3;2;2;2;2;2;1"	"6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;5;5;4;4;3;2;2;2;2;2;1"	"6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;5;5;4;4;3;2;2;2;2;2;1"	CD44 antigen	CD44	25.76173657	30.05967074	10.71344672	10.59322346	10.21919209	9.546851741	36.07170255	32.26074377	18.57649173	17.852035	11.36731625	16.93384225	24.53160328	24.36502548	50.27490134	32.21222765	29.9223729	32.41482754	26.27624027	15.42095791	23.94289622	24.25814495	22.27578927	23.64136276	35.3621042	45.97932803	20.28334965	20.52677028	12.8964085	13.02694973	21.29100389	19.67449091	18.37782511	18.65008212	22.18783793	31.41465047	14.44146325	40.4386269	10.81660457	32.40062859	38.10886727	38.03531747	6.193664518	4.434328354	26.82190098	30.39217655	21.31171347	23.56435005	4.15387528	19.42642297	25.45513714	30.15598245	31.51207326	26.09109617
"P10909-4;P10909-6;P10909;P10909-5;P10909-2;P10909-3;H0YLK8;E7ETB4;E7ERK6;E5RJZ5;H0YAS8;E5RG36;E5RGB0;E5RH61"	"P10909-4;P10909-6;P10909;P10909-5;P10909-2;P10909-3;H0YLK8;E7ETB4"	"20;20;20;20;20;12;11;10;9;6;6;5;5;5"	"20;20;20;20;20;12;11;10;9;6;6;5;5;5"	"8;8;8;8;8;2;6;6;6;6;2;5;5;5"	"Clusterin;Clusterin beta chain;Clusterin alpha chain"	CLU	54.19131071	63.99033961	25.61427287	26.77640705	17.79744852	15.55269508	80.16743241	80.88929275	46.65579327	47.12890832	17.56738066	25.37656364	88.6409808	83.84044696	170.6419234	166.3117356	69.86660462	78.96028783	97.50233692	78.43523588	101.5576934	111.4701378	86.74627817	92.50827165	51.47776292	37.71622205	38.26944263	42.62196716	23.14430782	27.13816208	45.84811646	45.24013033	39.12519224	40.78321919	34.84187147	55.25324383	19.38012239	56.03514122	79.95242281	82.0559411	29.96924891	27.87268427	279.1998693	483.0603742	81.83613608	100.2264646	32.32506291	34.14935471	38.36448609	18.28557513	21.5813477	17.82162733	63.48491745	51.14658872
"CON__P02538;CON__H-INV:HIT000016045"	CON__P02538	"50;2"	"39;0"	"0;0"		CON__P02538	88.65533456	110.5533448	298.0841685	296.0444499	12.91062694	13.17922723	35.24601484	40.48749581	33.00024301	28.38705016	18.52057007	23.62833005	20.07733827	16.12435185	34.29001729	29.78478955	80.76289023	93.65244837	32.44943419	30.92921738	58.38614877	58.01265493	89.7095326	97.43117402	25.59137367	14.20236418	261.1943623	281.0454644	160.9390637	151.8124836	44.21421137	45.16571771	234.6915469	245.6174561	39.58382549	62.11204472	84.49118373	151.4474937	79.59425361	104.555878	48.86929828	44.00083142	22.15973218	33.77244694	55.98704841	75.2813326	49.54194912	54.44177457	78.24986873	150.8086447	100.1738424	103.6065087	15.17551935	15.07734134
"Q12805-2;Q12805-4;Q12805;Q12805-3;C9JQX7;Q580Q6;C9JUM4"	"Q12805-2;Q12805-4;Q12805;Q12805-3"	"22;22;22;21;4;4;3"	"22;22;22;21;4;4;3"	"3;3;3;3;0;0;0"	EGF-containing fibulin-like extracellular matrix protein 1	EFEMP1	50.22863743	63.45831204	26.91872614	22.37846907	37.50095639	35.18612753	215.3662963	225.9047527	23.71533038	21.8374436	53.47956007	73.3782208	187.7952335	189.1436833	50.05131372	49.53764751	55.74106508	57.88856757	114.6887836	96.57400615	108.1939039	120.1194628	93.45107574	105.7191552	54.48824153	44.22333703	71.96733749	87.42999776	23.59102066	23.73383058	70.28563754	71.53956869	72.58098298	73.76952015	70.28924074	124.3355618	16.28114952	37.85765917	36.67727056	62.26240996	79.33006235	73.63770926	13.59718437	21.19507506	78.26421125	95.92987119	37.60959086	44.22616171	36.31220645	14.78468635	20.53074	23.30185601	81.67147957	62.83386125
"P35555;H0YND0;A0A6I8PL22;P35556"	P35555	"38;15;12;1"	"38;15;12;1"	"38;15;12;1"	Fibrillin-1	FBN1	2.116560317	2.793924774	0.347412163	0.354768643	0.726314197	0.616397669	1.395313615	1.715061862	1.076880238	1.147192397	0.910163028	1.322700029	1.892591155	1.718368754	1.111446198	1.204754648	1.778641805	1.833568995	2.461325525	2.029794498	2.352550655	2.843255473	1.040836941	1.224620048	2.499337529	1.609429535	1.437405723	1.680126167	0.277574696	0.258181621	0.675846492	0.77247293	2.025703799	1.440797272	1.852223803	3.136875519	0.50825613	1.099913217	5.624893811	2.248994687	0.776253373	0.532943696	0.230668307	0.400858195	2.052767659	1.994528764	1.464152097	1.579837381	2.145077142	0.890002572	1.106164946	0.936472777	0.988168457	0.903585431
"P00738;J3QR68;H0Y300;A0A0C4DGL8;P00738-2;J3QLC9;P00739;P00739-2;H3BS21;J3KTC3;J3KRH2;J3KSV1;J3QQI8;H3BMJ7"	"P00738;J3QR68;H0Y300;A0A0C4DGL8;P00738-2;J3QLC9;P00739;P00739-2"	"26;25;25;24;22;21;14;14;12;6;5;1;1;1"	"26;25;25;24;22;21;14;14;12;6;5;1;1;1"	"26;25;25;24;22;21;14;14;12;6;5;1;1;1"	"Haptoglobin;Haptoglobin alpha chain;Haptoglobin beta chain;Haptoglobin-related protein"	"HP;HPR"	12.44554502	17.85354884	58.47765112	55.87173467	355.3224606	382.5853632	230.483513	226.9371625	10.75417801	9.336785079	5.171499818	6.380440531	42.92614829	41.94314195	32.3092786	26.95698844	31.43757792	36.36359505	117.8155324	87.66784872	64.97438266	60.70114632	3.782876403	4.231912124	33.46290607	23.55908281	8.392992951	7.530422369	6.930513116	6.860104264	19.31971504	18.99397415	5.468025958	9.436778442	1.78470163	4.460851753	316.1639422	209.3179378	99.25327447	81.30447371	12.89543242	9.294695828	84.1137584	113.5632341	25.96639833	32.16742359	212.1707591	217.8764116	89.25518621	66.0627222	55.5373778	58.01643198	18.33983159	18.00438719
"P12830;P12830-2;H3BNC6;H3BVI7;J3QKP1"	"P12830;P12830-2;H3BNC6"	"16;13;10;5;4"	"16;13;10;5;4"	"15;13;9;5;4"	"Cadherin-1;E-Cad/CTF1;E-Cad/CTF2;E-Cad/CTF3"	CDH1	31.12304635	34.94983577	14.74782391	13.78073855	20.72655032	21.21606046	48.85125384	54.13039712	24.10795454	25.53583003	34.32813378	51.16480008	19.48859569	19.39378447	2.524806232	2.553562956	7.740944456	8.662801202	47.93875077	38.22643036	71.35597164	71.23057348	37.82285755	33.67168837	63.1966159	42.08106716	40.07572971	45.11470344	3.107842956	1.751721062	35.0703423	33.66061505	35.86499951	44.06071847	35.45263316	50.14552722	12.579147	43.82587228	44.37482901	26.80155714	65.2787321	72.32347769	4.838654925	9.174976604	22.07970218	28.24226081	45.49074747	49.40483364	53.85247138	20.11591156	34.66708735	34.9729369	31.76878201	23.84296251
CON__P13647	CON__P13647	44	28	0		CON__P13647	31.71831237	42.30990586	92.39893503	88.86702054	10.22520527	7.658433523	18.29344144	13.78156433	30.66477504	31.30740769	8.614033807	12.90652273	17.92047125	20.78332396	24.95339258	17.75058573	27.94330446	33.04625256	26.18790406	19.4770251	26.53475158	31.41770822	37.23970075	41.13777456	25.89271937	14.39942567	102.2743572	111.9740779	101.1526965	99.53371506	30.17301395	32.01598532	104.2686182	105.2536592	33.23887803	46.80443256	49.71778144	70.3938867	35.19466596	56.69480839	13.29892531	13.31490946	19.11612688	31.53348739	29.9252241	35.41973683	32.36830257	35.38595281	64.74838929	68.74363133	149.8799027	176.7293124	15.46219551	12.13924208
"P10253;I3L3L3;I3L0S5;I3L2V9"	P10253	"33;10;8;1"	"33;10;8;1"	"33;10;8;1"	"Lysosomal alpha-glucosidase;76 kDa lysosomal alpha-glucosidase;70 kDa lysosomal alpha-glucosidase"	GAA	25.6716458	39.06216813	20.8648761	19.44613085	8.906736577	7.905107275	24.46893277	26.91024366	23.7270568	27.03368961	9.954322782	13.99164742	19.16376681	19.25666186	31.93400468	35.79112477	14.82632095	20.67076833	16.98397827	13.47889016	38.19050937	37.49385533	31.55781382	29.60530201	47.97836008	28.56988581	19.55182547	23.12798879	10.41287034	12.59035089	17.26836069	19.90582754	20.92154424	20.71050536	26.6709231	45.95366297	9.53514428	23.46601164	51.15884077	37.54765374	43.2684434	48.24142285	4.075420309	5.370196177	23.76451819	27.02882834	22.66122256	20.78926499	24.21570713	6.042823681	22.66445162	21.91452912	13.42536424	12.8419258
"P15586;H7C3P4;F6S8M0;P15586-2;H0YFA9;F5H4C6"	"P15586;H7C3P4;F6S8M0;P15586-2"	"17;15;15;14;8;7"	"17;15;15;14;8;7"	"17;15;15;14;8;7"	N-acetylglucosamine-6-sulfatase	GNS	29.79990452	37.11089205	25.04639589	23.24218138	7.570367218	6.934263389	16.16077872	16.26768014	10.60222236	10.57159672	17.26476522	27.19563797	16.46970346	14.38400141	10.54407871	11.77913508	26.03328522	28.17667727	23.77366895	18.72097743	24.1096736	25.56420323	16.09303574	18.27856775	30.93194939	19.19744446	16.27834869	17.06547783	5.806094219	3.014941064	13.78304479	15.32929498	15.98915343	15.01217768	7.896825739	14.36441652	8.794531489	34.92805995	27.16614695	19.42939904	22.84349733	25.46343057	1.717343234	3.0108895	13.32827463	16.47140828	24.44683844	24.85641067	17.03167335	5.199305653	24.43060499	24.70537357	11.62345685	9.792704591
"Q16270;Q16270-2"	"Q16270;Q16270-2"	"17;16"	"17;16"	"17;16"	Insulin-like growth factor-binding protein 7	IGFBP7	89.55391823	130.6951766	37.0825205	36.63851235	34.30806099	33.90494348	105.6001823	167.757164	140.9076163	140.072464	43.10193336	103.5389898	150.3721672	150.1651333	210.5604722	162.0506664	86.69254041	91.61516935	131.6515579	109.6042644	209.694561	218.6955709	105.9735075	144.8270618	98.92530244	172.7119453	125.9413509	201.1054788	129.9473719	102.1069698	134.488672	137.3509816	130.0132871	176.1066109	137.0376958	179.9794161	34.71493361	54.34694517	36.75886547	410.3958053	86.19826883	83.79077768	18.99235086	28.09683366	164.579442	210.6740009	82.98707816	94.63150321	126.9137688	66.0062883	39.19771958	39.32560571	109.4053554	86.44148428
"P01591;D6RD17;D6RHJ6;C9JA05"	"P01591;D6RD17;D6RHJ6"	"8;7;6;3"	"8;7;6;3"	"8;7;6;3"	Immunoglobulin J chain	"IGJ;JCHAIN"	45.66697989	51.74450539	19.97413274	19.99684418	22.58313205	21.72449937	102.4084632	92.13757412	48.92056433	49.20054025	34.83397408	54.03619859	65.87645038	63.30125815	61.75441083	63.53312237	71.86826633	79.94323754	66.80549616	56.04156094	86.17105259	89.17588404	111.5949853	64.39446377	55.83133655	90.82038026	101.6829757	115.8604722	6.459028898	7.663569804	44.0974685	42.90823723	95.19724747	101.4568185	41.86390963	62.5577939	3.990925884	4.121297604	62.91655593	96.73454823	13.10319169	14.23464325	6.878917471	11.17681102	56.32457817	59.14625548	60.43095821	57.90255011	118.9236414	109.1892989	27.00209922	25.71037971	350.9976943	296.0003596
"P01009;P01009-2;P01009-3"	"P01009;P01009-2;P01009-3"	"29;23;18"	"29;23;18"	"1;1;1"	"Alpha-1-antitrypsin;Short peptide from AAT"	SERPINA1	53.35232233	72.07581597	73.0051849	73.67589053	219.5030314	209.6770549	202.7897822	172.4211397	43.58917507	49.386301	99.86931194	161.1327364	43.52986979	51.79172177	131.9549928	118.5962278	75.5442515	78.09199294	65.43510027	49.82621698	37.71332465	45.43043598	37.13625763	38.2594974	113.8016343	159.2025002	41.14764098	28.74234688	70.47611234	69.87674864	102.3096054	96.51289529	27.8563696	31.45311719	49.79336201	83.68491926	207.9337004	237.2409452	71.62403955	71.88641133	38.67370827	32.96061766	147.370855	178.41806	91.54616821	126.7073098	83.37695985	82.91398925	110.2476475	64.69980689	63.78819436	59.68569605	68.38381472	54.71936005
"Q5VY30;P02753"	"Q5VY30;P02753"	"12;12"	"12;12"	"12;12"	"Retinol-binding protein 4;Plasma retinol-binding protein(1-182);Plasma retinol-binding protein(1-181);Plasma retinol-binding protein(1-179);Plasma retinol-binding protein(1-176)"	RBP4	33.46085508	40.86779343	22.44683345	20.73821204	30.08779654	31.77436694	139.2586265	127.3779223	27.65280422	25.48081992	63.73787623	103.566115	249.7651763	256.9184061	58.37658931	46.20999619	88.68980441	89.57900906	40.36543843	34.42742593	70.04083037	68.04239466	56.38527662	60.33529843	69.45985037	53.50735157	24.04058647	28.27538976	29.74290122	22.57809084	44.52818824	63.48861747	21.5817719	23.97176317	35.93580329	61.79644976	34.04094513	63.43073161	148.7755497	69.53685994	63.69204319	65.80541045	20.87358657	32.55866028	86.80966717	100.0521455	28.24095707	36.5348767	92.35801781	35.60218762	19.89054867	23.28321897	36.55747048	24.23424654
"P00747;Q5TEH5;A6PVI2;Q02325"	P00747	"30;5;5;2"	"30;5;5;2"	"28;4;4;1"	"Plasminogen;Plasmin heavy chain A;Activation peptide;Angiostatin;Plasmin heavy chain A, short form;Plasmin light chain B"	PLG	4.600784929	5.399335384	4.356510497	3.503496134	7.403696346	6.072343788	12.95700998	13.12970291	2.680705573	2.766487678	7.103656009	12.30442684	10.06238787	10.43131289	1.428768696	1.726709466	9.190380937	9.969854391	4.087144065	4.230685595	6.79793287	7.691285794	3.616971957	2.963734379	12.39570219	8.786227078	2.129779261	2.735036224	2.031793013	1.454188186	7.735510836	7.566651025	2.667027565	2.586955784	3.759934446	5.449582003	5.841383315	19.90444085	4.184515391	3.382111403	2.704182952	1.838994002	7.121110797	10.79955978	6.217137466	7.599256204	6.117949934	5.717637737	17.29836745	5.285437929	2.728995398	2.750335482	5.617286615	4.809371636
"CON__P02533;CON__Q9D312"	CON__P02533	"38;3"	"30;1"	"0;0"		CON__P02533	37.27611857	44.91251731	47.85162071	47.49940124	20.05960444	18.54818292	13.80931475	13.63503746	37.74535782	42.46756374	14.48361262	20.24643463	35.3340441	37.33454589	42.59101266	39.83509695	30.64952373	37.60542007	36.57460029	29.1538293	49.43385968	52.36006366	28.56428233	28.14055271	34.5068451	26.40821731	37.53184187	42.89966019	107.9866165	132.9683811	35.62392768	29.50856115	36.29592154	41.10900779	36.28767059	63.36471442	101.6360201	151.9457215	31.28693953	48.07979402	41.14189326	37.41111756	19.6563795	29.98588481	20.18540447	27.67135947	32.25598558	39.82085652	146.7549203	70.12306119	221.0861554	230.2380775	14.14178225	13.89768501
"P01023;F8W7L3"	P01023	"46;3"	"46;3"	"38;2"	Alpha-2-macroglobulin	A2M	6.469482149	7.299076378	13.23482774	12.09976797	9.742082441	9.001680184	22.67490272	23.10804639	0.656363124	0.440524709	0.479094382	0.496135652	2.945698904	2.680702779	12.39859038	11.9881706	0.677743896	1.257136656	1.785310468	1.547737703	0.450038322	0.899520798	0.742180835	0.931172287	10.12630113	6.017554936	4.839187061	4.759359994	5.650065589	3.926186346	0.440527572	0.615419714	4.660706371	3.99160572	0.574568618	0.866145893	1.020774821	2.901643577	4.906720944	2.590102537	1.256585418	1.18126367	19.11875862	29.38183298	2.809192217	2.536723051	1.610547805	2.034145881	17.91378259	4.391263688	3.306083912	3.518877438	6.038537358	3.936023477
"A0A1B0GVD5;A0A1B0GWE8;P07339;F8W787;A0A1B0GW44;A0A1B0GVP3;A0A1B0GV23;C9JH19;H7C469"	"A0A1B0GVD5;A0A1B0GWE8;P07339;F8W787;A0A1B0GW44;A0A1B0GVP3;A0A1B0GV23;C9JH19;H7C469"	"18;18;18;17;17;16;16;16;14"	"18;18;18;17;17;16;16;16;14"	"4;4;4;4;4;4;4;4;3"	"Cathepsin D;Cathepsin D light chain;Cathepsin D heavy chain"	CTSD	92.14487211	110.8165836	31.84490382	31.07688678	18.83937761	16.29525647	68.97164218	66.71652361	33.54322213	31.12241758	28.07730447	45.70359858	75.89157043	85.94360682	129.3191697	126.2471379	152.3344858	168.4361332	58.80159575	58.6190576	102.8954033	107.8121947	55.21312428	57.81259343	74.24459289	60.30426228	109.4484415	115.3806944	17.34675414	12.98670821	47.57264282	42.69218235	107.6944026	99.36711167	24.44578736	44.89444332	11.55820778	28.69232502	137.6505444	115.1731118	90.90388403	86.65767209	21.39918916	26.06296193	59.58105392	69.26446741	37.63113198	40.57368026	23.3876878	9.764694392	26.97145384	28.40425912	57.2483743	39.69371261
"P02671;P02671-2"	"P02671;P02671-2"	"35;23"	"35;23"	"34;22"	"Fibrinogen alpha chain;Fibrinopeptide A;Fibrinogen alpha chain"	FGA	9.877858659	11.72759517	9.032632611	7.999775697	9.616413737	9.440198741	37.28798323	34.33136341	17.33790621	20.02242259	31.21470237	43.78036191	10.17993968	9.335949567	10.97753679	9.731269348	3.112268997	3.641579021	14.81111603	14.05973384	21.4582465	21.51874396	14.46363877	15.69712755	32.86286931	42.63802416	19.11049008	20.6247621	8.234054159	8.05668779	13.75700825	14.0261644	19.02001275	18.92146315	13.16737257	23.87380926	5.053644866	11.89188277	37.83243204	19.13070562	13.04166003	13.36735249	13.24584273	20.06767677	15.37663224	18.84971465	20.67106697	18.11088925	19.06249336	9.703949861	8.757712994	7.411650827	19.98347854	17.63525321
